station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,-0.033,2025-05-08T12:00:00Z,rising
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.372,2025-05-08T12:00:00Z,rising
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.6,2025-05-08T12:00:00Z,stable
