station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.111,2025-05-31T00:30:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.427,2025-05-31T00:30:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.769,2025-05-31T00:30:00Z,rising
